group,inference,index,offset,raw,frame_id,flags,clean_standard_encoding,log_presence,known_classification,observed_count,observed_dlcs,observed_files
Group A,BCM transmit / periodic output / body-base table,48,0x01DF34,0x9062C000,0x418,0x2C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,49,0x01DF38,0x90600000,0x418,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,50,0x01DF3C,0x905A2000,0x416,0x22000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,51,0x01DF40,0x90438000,0x410,0x38000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,52,0x01DF44,0x90428000,0x410,0x28000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,53,0x01DF48,0x90424000,0x410,0x24000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,54,0x01DF4C,0x90414000,0x410,0x14000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,55,0x01DF50,0x90400000,0x410,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,56,0x01DF54,0x903DC000,0x40F,0x1C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,57,0x01DF58,0x903D4000,0x40F,0x14000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,58,0x01DF5C,0x903D0000,0x40F,0x10000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,59,0x01DF60,0x903C4000,0x40F,0x04000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,60,0x01DF64,0x903B4000,0x40E,0x34000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,61,0x01DF68,0x903A6000,0x40E,0x26000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,62,0x01DF6C,0x9039C000,0x40E,0x1C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,63,0x01DF70,0x90390000,0x40E,0x10000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,64,0x01DF74,0x9038C000,0x40E,0x0C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,65,0x01DF78,0x902FE000,0x40B,0x3E000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,66,0x01DF7C,0x902E0000,0x40B,0x20000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,67,0x01DF80,0x902D4000,0x40B,0x14000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,68,0x01DF84,0x902D0000,0x40B,0x10000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,69,0x01DF88,0x902CE000,0x40B,0x0E000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,70,0x01DF8C,0x902CC000,0x40B,0x0C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,71,0x01DF90,0x902CA000,0x40B,0x0A000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,72,0x01DF94,0x902C0000,0x40B,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,73,0x01DF98,0x902B0000,0x40A,0x30000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,74,0x01DF9C,0x9028C000,0x40A,0x0C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,75,0x01DFA0,0x90288000,0x40A,0x08000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,76,0x01DFA4,0x90264000,0x409,0x24000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,77,0x01DFA8,0x90260000,0x409,0x20000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,78,0x01DFAC,0x90254000,0x409,0x14000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,79,0x01DFB0,0x90250000,0x409,0x10000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,80,0x01DFB4,0x90248000,0x409,0x08000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,81,0x01DFB8,0x90242000,0x409,0x02000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,82,0x01DFBC,0x90240000,0x409,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,83,0x01DFC0,0x90238000,0x408,0x38000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,84,0x01DFC4,0x90234000,0x408,0x34000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,85,0x01DFC8,0x90230000,0x408,0x30000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,86,0x01DFCC,0x9022E000,0x408,0x2E000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,87,0x01DFD0,0x9022C000,0x408,0x2C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,88,0x01DFD4,0x9022A000,0x408,0x2A000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,89,0x01DFD8,0x90220000,0x408,0x20000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,90,0x01DFDC,0x90210000,0x408,0x10000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,91,0x01DFE0,0x9020C000,0x408,0x0C000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,92,0x01DFE4,0x8C6B4000,0x31A,0x34000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,93,0x01DFE8,0x8C630000,0x318,0x30000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,94,0x01DFEC,0x8C394000,0x30E,0x14000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,95,0x01DFF0,0x8C2FA000,0x30B,0x3A000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,96,0x01DFF4,0x8C2F8000,0x30B,0x38000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,97,0x01DFF8,0x8C2F6000,0x30B,0x36000,no,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,98,0x01DFFC,0x04000000,0x100,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,99,0x01E000,0x1FE40000,0x7F9,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,100,0x01E004,0x19040000,0x641,0x00000,yes,not_observed,priority_xref_target,0,,
Group A,BCM transmit / periodic output / body-base table,101,0x01E008,0x19040000,0x641,0x00000,yes,not_observed,priority_xref_target,0,,
Group A,BCM transmit / periodic output / body-base table,102,0x01E00C,0x15040000,0x541,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,103,0x01E010,0x14C00000,0x530,0x00000,yes,combined+misc+native_body,known_native_body,870,4:870,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,104,0x01E014,0x14A80000,0x52A,0x00000,yes,combined+misc+native_body,known_native_body,871,6:871,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,105,0x01E018,0x14500000,0x514,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,874,8:874,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,106,0x01E01C,0x13A40000,0x4E9,0x00000,yes,combined+misc+native_body,known_native_body,863,6:863,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,107,0x01E020,0x13840000,0x4E1,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,858,8:858,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,108,0x01E024,0x135C0000,0x4D7,0x00000,yes,combined+misc+native_body,known_native_body,1717,5:1717,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,109,0x01E028,0x13140000,0x4C5,0x00000,yes,combined+misc+native_body,known_native_body,1729,3:1729,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,110,0x01E02C,0x11440000,0x451,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,28321,6:28321,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,111,0x01E030,0x0FC40000,0x3F1,0x00000,yes,combined+misc+native_body,known_native_body,3474,8:3474,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,112,0x01E034,0x0F9C0000,0x3E7,0x00000,yes,combined+misc+native_body,known_native_body,8718,2:8718,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,113,0x01E038,0x0F2C0000,0x3CB,0x00000,yes,combined+misc+native_body,known_native_body,8715,6:8715,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,114,0x01E03C,0x0F240000,0x3C9,0x00000,yes,combined+ecu_stream+misc+native_body,known_ecu_stream;known_native_body,27342,8:27342,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,115,0x01E040,0x0CA80000,0x32A,0x00000,yes,combined+misc+native_body,known_native_body,8624,8:8624,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,116,0x01E044,0x07E40000,0x1F9,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,117,0x01E048,0x07CC0000,0x1F3,0x00000,yes,combined+misc+native_body,known_native_body,28859,3:28859,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,118,0x01E04C,0x07C40000,0x1F1,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target;priority_xref_target,8639,8:8639,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,119,0x01E050,0x07840000,0x1E1,0x00000,yes,combined+misc+native_body,known_native_body,28748,7:28748,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,120,0x01E054,0x05800000,0x160,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target;priority_xref_target,8545,5:8545,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,121,0x01E058,0x05080000,0x142,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,122,0x01E05C,0x05000000,0x140,0x00000,yes,combined+misc+native_body,known_native_body,864,3:864,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,123,0x01E060,0x04E40000,0x139,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,8438,8:8438,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,124,0x01E064,0x04DC0000,0x137,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,8615,8:8615,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,125,0x01E068,0x04D40000,0x135,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,8711,8:8711,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,126,0x01E06C,0x04C00000,0x130,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,127,0x01E070,0x04A80000,0x12A,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,8691,8:8691,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,128,0x01E074,0x04800000,0x120,0x00000,yes,combined+misc+native_body,known_native_body,176,5:176,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group A,BCM transmit / periodic output / body-base table,129,0x01E078,0x04000000,0x100,0x00000,yes,not_observed,,0,,
Group A,BCM transmit / periodic output / body-base table,130,0x01E07C,0x03C40000,0x0F1,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,86790,6:86790,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,0,0x01E830,0x04000000,0x100,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,1,0x01E834,0x83FFE000,0x0FF,0x3E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,2,0x01E838,0x807BA000,0x01E,0x3A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,3,0x01E83C,0x807B6000,0x01E,0x36000,no,not_observed,,0,,
Group B,BCM receive filter / input table,4,0x01E840,0x807A0000,0x01E,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,5,0x01E844,0x80792000,0x01E,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,6,0x01E848,0x80770000,0x01D,0x30000,no,not_observed,,0,,
Group B,BCM receive filter / input table,7,0x01E84C,0x8076C000,0x01D,0x2C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,8,0x01E850,0x80768000,0x01D,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,9,0x01E854,0x80760000,0x01D,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,10,0x01E858,0x8075E000,0x01D,0x1E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,11,0x01E85C,0x80734000,0x01C,0x34000,no,not_observed,,0,,
Group B,BCM receive filter / input table,12,0x01E860,0x8072A000,0x01C,0x2A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,13,0x01E864,0x80726000,0x01C,0x26000,no,not_observed,,0,,
Group B,BCM receive filter / input table,14,0x01E868,0x80724000,0x01C,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,15,0x01E86C,0x80720000,0x01C,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,16,0x01E870,0x80712000,0x01C,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,17,0x01E874,0x80710000,0x01C,0x10000,no,not_observed,,0,,
Group B,BCM receive filter / input table,18,0x01E878,0x8070C000,0x01C,0x0C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,19,0x01E87C,0x803DA000,0x00F,0x1A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,20,0x01E880,0x803D8000,0x00F,0x18000,no,not_observed,,0,,
Group B,BCM receive filter / input table,21,0x01E884,0x803D6000,0x00F,0x16000,no,not_observed,,0,,
Group B,BCM receive filter / input table,22,0x01E888,0x803BC000,0x00E,0x3C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,23,0x01E88C,0x803B8000,0x00E,0x38000,no,not_observed,,0,,
Group B,BCM receive filter / input table,24,0x01E890,0x80388000,0x00E,0x08000,no,not_observed,,0,,
Group B,BCM receive filter / input table,25,0x01E894,0x80386000,0x00E,0x06000,no,not_observed,,0,,
Group B,BCM receive filter / input table,26,0x01E898,0x80384000,0x00E,0x04000,no,not_observed,,0,,
Group B,BCM receive filter / input table,27,0x01E89C,0x80380000,0x00E,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,28,0x01E8A0,0x80346000,0x00D,0x06000,no,not_observed,,0,,
Group B,BCM receive filter / input table,29,0x01E8A4,0x80340000,0x00D,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,30,0x01E8A8,0x80336000,0x00C,0x36000,no,not_observed,,0,,
Group B,BCM receive filter / input table,31,0x01E8AC,0x1FE40000,0x7F9,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,32,0x01E8B0,0x09040000,0x241,0x00000,yes,not_observed,priority_xref_target,0,,
Group B,BCM receive filter / input table,33,0x01E8B4,0x04040000,0x101,0x00000,yes,not_observed,,0,,
